video_id,clip_id,text,label,label_T,label_A,label_V,annotation,mode
video_0177,03,咱们俩就看谁耗得起谁是吧，再高贵你横那么长时间和我在低位趴这么长时间，局面只会对我越来越有利。,0.0,0.6,0.6,0.6,Neutral,train
video_0178,01,那结果今天亏了那就有些人又问，但是你反复问你不还是没落到核心意见，这些公司行不行啊。,-0.4,-0.6,-0.6,0.2,Weak Negative,train
video_0178,02,那你买的时候有没有考虑你的退出机制在哪呢。,0.0,0.0,0.0,0.0,Neutral,train
video_0178,03,那你这个没有考虑呢，你干嘛要买它呢。,-0.4,-0.6,-0.6,0.0,Weak Negative,train
video_0179,01,好像股指呢往下沉了，其实它只是一个反映市场的一个情绪。,0.0,-0.2,-0.6,0.0,Neutral,train
video_0179,02,他说北上资金绝对有好几家都是量化的，而且这个量化呢还不小。,0.0,0.6,0.2,0.2,Neutral,train
video_0179,03,那么这种情况下呢北上的参考意义就可能就下降了很多，对于量化这一块呢前期我们也看到了。,-0.6,-0.6,-0.6,-0.2,Weak Negative,train
video_0180,01,所以说你能避开这个避开最后一次大跌，而现在板块指数跌了7个点。,-0.4,-0.2,0.6,1.0,Weak Negative,train
video_0181,01,如果选的话一定是铝矿锂矿。,0.6,0.2,0.6,0.0,Weak Positive,train
video_0182,01,其实那应该算是券商的应该算是券商，但是只要老师看好券商，那你就加仓券商，不是这样子啊，还是注意下节奏。,0.0,-0.4,-0.6,1.0,Neutral,train
video_0183,01,所以说5G的话现在不是主流啊，跌落了反弹一下可以跌落了看看反弹。,0.2,-0.4,0.2,0.6,Neutral,train
video_0184,01,这个大周期第一点不可逆第2个周期会超出你的这个整个的想象，那么所以说现在就是大金属轮过之后轮到小金属对吧，现在很多投资者已经把元素周期表去拿出来了。,0.0,-0.4,0.2,0.2,Neutral,train
video_0184,02,就是这里的机会还是不错的啊。,0.6,1.0,0.6,0.0,Weak Positive,train
video_0185,01,没见过券商连涨两三天的。,0.0,0.2,-0.6,0.6,Neutral,train
video_0185,02,包括中字头，但是实际上对于整个板块来说，券商是一个带人气的板块。,0.0,0.6,0.6,-0.6,Neutral,train
video_0185,03,那么这一次我们认为主做多的方向是中字头。,0.0,0.6,0.4,0.0,Neutral,train
video_0185,04,这是从逻辑上可以讲通的，但是实际上还有另外一个逻辑就是它背后可能有相应的基金持仓。,0.0,0.2,0.6,0.0,Neutral,train
video_0186,01,在这个市场当中，你的资金可以不断的保值增值，继续向上。,0.4,0.6,0.6,0.0,Weak Positive,train
video_0187,01,就出现了调整，这个其实今天的话，市场不足1万亿也能够也能够看出来现在钱不够。,-0.4,-0.6,-1.0,-0.2,Weak Negative,train
video_0188,01,很多半导体其实是在低位，哪怕消费也在低位，整个新能源方向在低位。,0.0,-0.4,-0.6,-0.4,Neutral,train
video_0189,01,走强不走强无所谓，但是下周的话食品饮料可能走强。,0.8,0.6,0.4,-0.6,Strong Positive,train
video_0189,02,他说他问我你在那边，我说我在食品饮料，他说你的食品饮料干什么，这么低的位置他也不涨你待着干嘛，我说我在低位是为了防通胀，你认不认可通胀，他说我认可。,0.0,0.4,0.2,0.2,Neutral,train
video_0190,01,但实际上来讲你这个60对40再加上你交易当中执行，有些止损没止损，有些盈利没赚到高位，那你长期下来你想想你能赚钱吗。,0.0,-0.6,-0.6,0.6,Neutral,train
video_0190,02,这个涨跌能不能为你所用，所以短期券商1800可能有压力，有些个股可能会回调。,0.0,-0.4,-0.6,0.4,Neutral,train
video_0191,01,但是就没涨上去没涨上上去，所以说这根单针探底之后来根阳线的反弹，实际上就是我刚刚说的。,-0.4,0.4,-0.6,-0.4,Weak Negative,train
video_0191,02,只要一探我就像一直没有反弹，而是事实上证明她已经对了两次了是吧。,0.4,0.4,0.4,1.0,Weak Positive,train
video_0191,03,昨天的时候北上资金流入了100亿是吧，流入100亿的这些资金，其实也是好像是他们已经踏空了。,0.0,0.8,0.2,-0.6,Neutral,train
video_0192,01,但是股价没动。,0.0,-0.2,-0.4,0.0,Neutral,train
video_0193,01,所以说这个行情的大起大落跟我们的关系不是很大。,0.0,-0.4,-0.4,1.0,Neutral,train
video_0193,02,我说周期的反弹也能做，因为它也是低位低估值。,0.6,-0.6,0.2,0.0,Weak Positive,train
video_0193,03,北向资金里面在反复的一个做T值得注意的是北向资金的净流入，我们认为如果大家回去看新能源的行情的话，它一直是在净买入新能源的这个股。,0.4,-0.6,0.0,0.0,Weak Positive,train
video_0193,04,因为现金1980多了就最高点差点破2000。,0.0,-0.6,-1.0,-0.2,Neutral,train
video_0193,05,这个意思是走到这个现在这个点位早上的时候给他们说3575不破就不用动，然后下午的话是看3595破不破。,0.0,0.6,-0.6,-0.2,Neutral,train
video_0193,06,然后下午的话是看3595破不破，如果能破就加仓。,0.4,0.6,-0.6,-0.2,Weak Positive,train
video_0193,07,所以说其实今天全天的行情对我们来说是看了一天至少看到了，现在往上面也没有破3595，我就往下面也没有破3575。,0.0,0.0,-0.6,-0.2,Neutral,train
video_0193,08,中间是20个点横了一天。,0.0,0.4,1.0,0.0,Neutral,train
video_0193,09,一天比一天上涨的动能衰竭。,-0.8,1.0,0.6,0.0,Strong Negative,train
video_0193,10,甚至在今天出现了翻绿如果不翻绿的话就出十字星了。,-0.4,-0.2,0.6,0.0,Weak Negative,train
video_0193,11,甚至在今天出现了翻绿如果不翻绿的话就出十字星了。,-0.4,0.0,0.0,0.2,Weak Negative,train
video_0193,12,指数高位十字星横盘是持续不了多久的，基本上就会选择方向。,-1.0,-1.0,0.6,-0.4,Strong Negative,train
video_0194,01,那我觉得嗯空仓也行啊，做多也行，我觉得做空都行，其实什么呢，只要大家觉得风险可控就可以了。,0.0,0.4,0.6,0.0,Neutral,train
video_0195,01,其实水利板块的话是有所表现的。,1.0,0.6,0.2,0.0,Strong Positive,train
video_0195,02,但并不是特别耀眼，但是有一个表有一个版块，哎他的表现特别好，有什么防水这个板块。,0.6,0.6,0.6,0.0,Weak Positive,train
video_0196,01,那么这个所以说现在的话指数参考一下来参考的意义，接下来我再跟大家说一遍，意义真不大，重点踩节奏节奏踩得好，你现在就是不断的去，不是捞鱼，是拿网网鱼的。,0.4,-0.4,0.6,0.2,Weak Positive,train
video_0197,01,那我们对指数的这个观点来讲呢，就是短期呢被多空双方的力量，就是他维持一个均衡格局。,0.0,0.6,0.2,0.0,Neutral,train
video_0197,02,就是他维持一个均衡格局，压缩在一个很狭小的区间下方3500点下方。,0.0,-0.2,0.2,0.4,Neutral,train
video_0197,03,那涨的品种呢，有一些就是高位的品种依然可以去涨，但它就是蕴含的风险是比较高的。,-0.8,0.6,-0.6,0.0,Strong Negative,train
video_0197,04,尤其是上游跟硅片相关的公司的这个股价的表现是比较差的，那因此高位蕴含风险的一些品种呢，大家现在也是警惕的。,-0.4,-0.6,-0.6,-0.2,Weak Negative,train
video_0197,05,大家现在也是警惕的，这个追涨的这种意愿不太强，但是横向整理了。,-0.4,-0.6,-0.6,0.0,Weak Negative,train
video_0197,06,比如说像一些国家产业政策近期刚刚最近刚刚提的，比如大数据啊或者软件服务类的，最近开始比较强。,0.0,0.6,0.6,0.0,Neutral,train
video_0198,01,分化格局是这样来选机构的方向可能会更好。,0.4,0.6,0.6,-0.2,Weak Positive,train
video_0199,01,那么跌多了呢也要区别有一些跌落了还不能看，有一些跌多了的话可以看看刚才我说的创新药啊，这些龙头的啊，他们有新低的话就可以开始看起来了。,0.4,0.6,0.6,1.0,Weak Positive,train
video_0200,01,这个怎么说啊，今天半导体涨了那么超跌的白马会不会涨，我教给大家一个方法，在7月中旬的时候，有一些白马已经见底了。,0.0,-0.2,0.4,1.0,Neutral,train
video_0200,02,7月中旬白马见底的前两天还创过新低的白马，轻轻统一不要看，去找7月中旬已经见底的白马。,0.4,-0.6,-0.6,0.6,Weak Positive,train
video_0201,01,指数观点啊，我觉得从点位来说可能并没有多大的一个亮点啊。,0.0,-0.2,-0.6,0.0,Neutral,train
video_0201,02,我们看到有部分资金是增量流入了我们的大a，而这种格局之下呢，你应该让他多多异常得更加积极一点。,1.0,0.6,0.6,-0.2,Strong Positive,train
video_0201,03,如果你不是做期货衍生品指数衍生品的话呢，我个人觉得没有多大的花头。,-0.6,-0.6,-0.6,0.0,Weak Negative,train
video_0201,04,因为你不做衍生品，你猜每一天，比如说涨10个点，跌10个点，我个人感觉就有点浪费时间啊。,-0.6,-0.6,-0.6,0.0,Weak Negative,train
video_0201,05,看你自己的交易水平跟交易模式和我们说十八般武艺啊，个人都有个人的招式，那你把你的招式拿出来就可以了啊，这是我们针对当下市场整体的一个平衡。,0.0,0.4,0.2,0.0,Neutral,train
video_0202,01,整个增速，就是从整个行业增速是不匹配的。,0.0,-0.6,-0.6,-0.4,Neutral,train
video_0202,02,但是追究谨慎谨慎这么一种操作思路去看待它。,-0.4,-0.2,0.6,-0.2,Weak Negative,train
video_0203,01,你相当于产能过剩的感觉，但也有点害怕了，就是以这个到底能不能维持目前的增速。,0.0,-0.6,-0.6,0.6,Neutral,train
video_0203,02,所以这种高成长性由于估值过高，但是有点担心现在有点偏向于估值偏低的一些行业和板块。,0.0,-0.6,-0.6,0.0,Neutral,train
video_0203,03,包括政策面以及二级市场的这个层面来看，对于这种相对来讲估值比较低，在低位区域的品种相对来讲更加偏好一点。,0.0,0.6,0.6,0.0,Neutral,train
video_0203,04,所以后面的话他们的表现的概率可能会更高一点。,0.6,0.6,0.6,0.0,Weak Positive,train
video_0204,01,我觉得未来还是继续看好锂电代表的，还有光伏啊，这些呢，都是未来整个一个基本面相当不错的一个行业。,0.6,0.6,0.6,-0.2,Weak Positive,train
video_0205,01,去年7月份当时券商来了一大波行情，当时是呃我们看到有一些券商的话直接翻倍了。,0.0,0.6,0.6,0.6,Neutral,train
video_0206,01,就没有来的话要达到50%以上，你想一想还有多大的成长空间。,0.0,0.4,0.6,0.4,Neutral,train
video_0206,02,你想一想还有多大的成长空间，就是未来的话你拉长时间看这个确定性很高，另外的话就是短期它确实能够有量价齐升这样的一个表现。,0.4,0.6,0.6,0.6,Weak Positive,train
video_0206,03,这个板块的成交金额快2000个亿来了，一共两市是1万多亿的成交金额。,0.4,0.2,0.6,0.6,Weak Positive,train
video_0207,01,所以在这种情况下，我们要区别对待指数的归指数，你别猜，因为指数现在就是这种情况。,0.0,0.0,0.0,0.4,Neutral,train
video_0208,01,是一个比较合理的区间波动，如果是150点它就会反向拉回。,0.0,0.2,0.4,0.6,Neutral,train
video_0208,02,做个股看自己的能力圈，你擅长做什么你就做吗，你要是不擅长那就没办法了。,0.0,-0.2,0.0,0.6,Neutral,train
video_0209,01,他是这样的一个一个走势大家伙，看看你自己的一个风险偏好，如果风险偏好比较低啊，喜欢稳健一些来看低估值的啊，如果你的风险偏好比较高，然后的话想去做一些高波动的。,0.0,0.2,0.0,0.4,Neutral,train
video_0210,01,现在一天的涨幅跌太短视了，这个市场拼的什么，拼的是你最后能不能真的获取胜利。,0.0,0.6,-0.6,0.0,Neutral,train
video_0211,01,当然很多一些电力公司股价本来就很便宜对吧，比如说3块钱4块钱。,0.0,0.2,0.2,0.2,Neutral,train
video_0212,01,所以这个能板块整个都是我觉得是涨了一边的那一边啊，所以这个位置我不建议大家追涨了，所以你要看的话就是这个板块。,-1.0,-0.6,-1.0,0.4,Strong Negative,train
video_0213,01,它基本上呢就是个小幅震荡略微翻红一点，整体来说呢，应该说是这个大跌的一个情绪啊。,-0.2,-0.6,-0.6,0.0,Neutral,train
video_0213,02,也就是说整个市场昨天大跌之后，好像都是进入了一个休整恢复期。,-0.2,0.4,0.0,0.0,Neutral,train
video_0213,03,可能不一定和大家想的那种大阳线啊，可能不太相处可能就是个小阴小阳的状态。,0.0,-0.6,-0.6,0.0,Neutral,train
video_0213,04,可能不太相处可能就是个小阴小阳的状态，整体来说呢，就是一个清淡啊就两字。,0.0,-0.6,-0.6,0.0,Neutral,train
video_0214,01,近期市场一直在低位对吧。,0.0,-0.6,-0.6,0.0,Neutral,train
video_0214,02,什么时候收获期当3500确认支撑形成了之后，市场会展现出右侧状态的时候，这时候怎么办，这是你的是你的收获期。,0.0,0.6,0.2,0.0,Neutral,train
video_0215,01,就是分享一个段子啊，另外呢，白酒呢，其实我一直觉得是个反弹格局。,0.8,0.0,0.6,1.0,Strong Positive,train
video_0215,02,消费端不太行。,-1.0,-0.6,-0.6,0.0,Strong Negative,train
video_0215,03,可能未来呢一线的高端的白酒可能还有反复，反复之后还能回上来，但是其他的可能不太好。,-0.4,-0.4,-0.6,0.0,Weak Negative,train
video_0215,04,今年的牛股呢，明年不可能是牛股。,-0.4,-0.2,-0.6,0.0,Weak Negative,train
video_0215,05,所以呢要要求不能太高啊，要求不高，不能太高的情况下有反弹没有的挣，这就已经很好了。,-0.2,0.4,-0.6,0.0,Neutral,train
video_0216,01,这个两个数据的话可以告诉我们小票里边大家伙怎么去挑，那么至于基金重仓的话，是因为我们的港股啊这个有点跌得太凶啊。,-0.4,-0.2,-1.0,0.0,Weak Negative,train
video_0216,02,新低了港股的话现在是的这个新低一个是恒生指数新低。,-0.8,-0.6,-0.6,0.2,Strong Negative,train
video_0217,01,但是港股的话还是有盼头的啊。,1.0,0.6,0.6,0.0,Strong Positive,train
video_0218,01,然后呢，据说啊这个就是组件的价格，可能也会有一定下行的一个预期。,-0.2,0.0,-0.2,0.0,Neutral,train
video_0218,02,导致的利润单可能在短期是有一定承压是光伏不要去猜这个是不是去见底啊，还是要去建议适当的以等待的形式去看待吧。,0.0,0.4,-0.6,0.0,Neutral,train
video_0219,01,那很明显，你要看一下它的估值水平，你要看它的增速，那未来呢，我们说会很难。,-0.6,-0.6,-0.6,0.0,Weak Negative,train
video_0220,01,但是很多的一动就追，一追进去的话又跌了之后呢，这个又走了，哈半导体真垃圾后面他就不做了，但是其实他已经到了价值区域。,0.0,-0.6,-0.2,0.2,Neutral,train
video_0221,01,CPI一定会在意义上因为蔬菜价格的上涨。,-0.8,-0.2,-0.6,1.0,Strong Negative,train
video_0221,02,意味着市场的担忧加息。,0.0,-0.6,-0.6,0.2,Neutral,train
video_0222,01,元宇宙它起来起来之后起来的第2个方向是磁芯板块。,0.4,0.0,0.6,0.0,Weak Positive,train
video_0222,02,然后后来的话我发现更多的板块也在磁芯里面涨的非常强，所以实际上是磁芯加半导体是一个更赚钱的方向。,0.6,0.6,0.6,0.0,Weak Positive,train
video_0222,03,所以实际上是磁芯加半导体是一个更赚钱的方向，因为前几天起来的是半导体材料。,0.6,0.6,0.6,0.0,Weak Positive,train
video_0222,04,半导体材料，然后今天起来的是半导体封测。,0.0,0.0,0.6,0.0,Neutral,train
video_0222,05,因为整个半导体板块对于我们来说一个是它是在相对来说当下的这个持续度，很难看到大家看到国科微是被拉入名单走跌停。,-0.2,-1.0,-0.6,0.0,Neutral,train
video_0222,06,卫士通是机构出货砸跌停。,0.0,-0.6,0.6,0.0,Neutral,train
video_0223,01,我们看到北上资金一直天天在买天天在买啊，因为光伏的话它是确定性很高光伏玻璃，不过你可能在这个位置上要加入一些短线的一些手法。,0.0,0.6,0.6,0.0,Neutral,train
video_0223,02,好在有一些投入的品种还没有说完全放量啊。,0.0,0.6,0.2,0.0,Neutral,train
video_0223,03,在这个光伏这个确定性比较高的这个背景之下啊，你看是可以的，但是我怕你做不好。,0.0,-0.6,-0.6,0.6,Neutral,train
video_0223,04,不care就是不关心，我还是很淡定，但是如果你在高位买的亏20%，这个时候你就开始发慌，所以说这个玻璃啊光伏这个玻璃的话，逻辑也也是这么回事啊。,0.0,-0.6,-0.6,1.0,Neutral,train
video_0224,01,房地产的话现在基本上我们这二手房成交量的话基本上被冻结了。,-0.4,-0.6,-0.6,0.0,Weak Negative,train
video_0225,01,什么叫审时度势呢，就是你要知道现在市场的状态到底是什么。,0.0,0.0,0.2,0.0,Neutral,train
video_0225,02,我们不能参与涨跌对吧，涨跌的数据的话正反面50%，那我们可以去什么我们可以去关注市场的整体的状态。,0.0,0.2,0.4,-0.2,Neutral,train
video_0226,01,啊今年的话这个现在的话煤炭这个问题一时半会儿不会马上去解决。,-0.8,-0.6,-0.6,0.0,Strong Negative,train
video_0226,02,他就是本周甚至明天都会有新高。,0.4,1.0,0.6,0.0,Weak Positive,train
video_0227,01,就是你的战略当中，3300附近就是3400以下，底仓就应该配3300以下就是买滚动或者不断的攒钱买买买。,-0.2,0.6,0.6,0.4,Neutral,train
video_0228,01,比如说光伏光伏的龙头隆基股份是不是在调整，是不是这几天没有创新高。,-0.4,0.0,-0.6,0.0,Weak Negative,train
video_0228,02,比如说这个新能源车里边的整车比亚迪是不是这段时间也没有创新高。,-0.4,0.0,-0.6,0.0,Weak Negative,train
video_0228,03,军工半导体，新能源车和光伏这四大超级赛道，其实这段时间来都没有创新高。,-0.4,-0.2,-0.6,0.0,Weak Negative,train
video_0229,01,万亿跟5年前跟6年前的万亿可能有些不太一样，这里面呢可能掺杂了一些水分。,-0.4,-0.6,-0.6,0.0,Weak Negative,train
video_0229,02,他没有任何的情绪它砸的时候就猛砸它，要买的时候就猛买，所以呢，他这种状态会导致人们会有一种助涨助跌的一个状态。,0.0,-0.2,-0.4,0.4,Neutral,train
video_0229,03,那价格呢，有时候就哗的一下飙升，有时候呢哗在这掉下去就掉下去了，还很快。,0.0,-0.6,-0.2,0.2,Neutral,train
video_0230,01,就是首先那个军工股大跌大跌大买，小跌小买这个事情，我说过很多次了，2060日均线啊。,0.4,-0.2,0.0,-0.4,Weak Positive,train
video_0230,02,2060日均线啊，所以说你说异动的话，我觉得这边是反抽很正常。,0.0,0.2,0.6,0.0,Neutral,train
video_0230,03,原因的话其实也很简单，就是整个军工包括前面跌了很多的一个个股都在等这个板块，资金放出来这个板块就是煤炭。,0.0,0.2,0.2,0.0,Neutral,train
video_0230,04,那山里头的那两只个股它都停不下来是吧，所以说我们这边就不多说。,0.0,-0.4,-0.6,0.0,Neutral,train
video_0230,05,那就顺势加仓做多。,0.4,1.0,1.0,0.0,Weak Positive,train
video_0230,06,他也不是重资产行业，它是一只成长股，它每年的订单是非常稳定的，它的毛利率是非常稳定的。,0.6,0.8,0.6,0.0,Weak Positive,train
video_0230,07,你不在你不能再用PS或PB估值了。,0.4,-0.2,-0.6,0.0,Weak Positive,train
video_0231,01,10月份的策略就是这样子的，那这个是符合的啊。,0.0,0.4,0.6,0.2,Neutral,train
video_0232,01,它们从15年到现在就没喝没吃过肉了，中证1000指数从15年到现在6年的时间了，就没有真正的赚钱过，这6年前面5年时间都在亏钱。,0.0,-0.6,-0.6,0.2,Neutral,train
video_0232,02,不跌唉，所以说我给大家判断一个方法，把中证1000指数打出来，中证1000指数这三天的一个支撑位置不能破。,0.2,0.2,-0.2,0.4,Neutral,train
video_0232,03,继续看多破了的话你就把防守，因为刚才我说了最惨的是补跌，如果补跌的话，可能到时候的话就就不太好啊好。,-0.4,-0.6,-0.6,0.6,Weak Negative,train
video_0233,01,所以说今天这个时间点就是元宇宙这个题材，今天下午在临收盘前十几分钟给了最后一次上车的机会。,0.4,0.4,0.6,0.4,Weak Positive,train
video_0234,01,那么中证500指数也非常坚挺，虽然说我们昨天在给大家讲，我说你昨天账户里边也不应该有涨价板块啊。,0.0,-0.2,0.6,0.0,Neutral,train
video_0235,01,但是近期发觉没有，就是低位的很多方向承接不了，这个资金认可度并不是太高哈。,-0.4,-1.0,-0.6,0.4,Weak Negative,train
video_0236,01,然后呢，这个就是化工，化工一定是我们近期的重点，仍然是这个重点啊，今天我们部分的化工品种仍然是这个持续大涨啊，然后就是我周三的重点是讲了什么，就是中游跟小矿。,0.2,0.6,0.6,-0.2,Neutral,train
video_0237,01,所以现在大家就担心这种情况，你如果全面停产就是没货，你的股价你再有期待也没有用，因为你生产不出来转账给你也没有关系，这是大家担心的点。,-0.8,-1.0,-0.6,0.6,Strong Negative,train
video_0238,01,我当时说是不要让浮亏进一步扩大。,-0.4,-0.2,-0.2,0.0,Weak Negative,train
video_0238,02,嗯适当的大兴，而且马上到了两个小假期了啊。,0.2,0.4,0.0,0.0,Neutral,train
video_0238,03,那么嗯，我的观点依旧是啊，适当的大些。,0.0,0.6,0.4,0.0,Neutral,train
video_0238,04,你这个时候就陷于两难了啊，所以说你节前啊，10月1之前适当的偏于谨慎，另外的话就是不要让浮亏进一步扩大。,0.2,-0.4,-0.6,1.0,Neutral,train
video_0239,01,那方向呢，给大家说几个吧，第1个呢，我觉得资金的方向呢，像军工目前已经有资金，已经很明显在进攻端，还有呢是部分半导体有进攻方向。,0.4,0.2,0.6,0.0,Weak Positive,train
video_0239,02,这几个方向呢很明显当下的资金有往这个大笔流入，所以呢，如果大家想抓机会的话，我这几个方向供大家也参考一下。,0.4,0.6,1.0,0.0,Weak Positive,train
video_0240,01,因为它是高弹性的动作，所以你要考虑清楚。,0.0,0.2,-0.6,0.2,Neutral,train
video_0241,01,20厘米的啊，医药医药的话都是从低位起来了。,0.0,0.2,0.6,0.0,Neutral,train
video_0241,02,医药医药的话都是从低位起来了，那这种带动效应呢，我们就盘面当中是资金先行。,0.0,0.2,0.6,0.0,Neutral,train
video_0241,03,其实是上车的位置你不要去就是如果它已经涨了很多了就不要去追他，低吸低吸，这是我们要掌握一个节奏的问题啊。,0.0,0.2,-0.6,0.0,Neutral,train
video_0242,01,3600点，我们不能说它不能突破，但至少3600点，这个估值在这，你在这个位置仓位一定要轻一点。,-0.6,0.2,-0.2,0.0,Weak Negative,train
video_0243,01,只是说今天反弹可能有一点点缩量，大家担心这个量缩了以后会不会还有这种波折。,-0.4,-0.8,-0.6,0.0,Weak Negative,train
video_0243,02,但是从这个量的角度上来看呢，肯定会有波折的，就只是他不会一蹴而就，直接把前面三根比较大的杀伤力的这个k线完全给修复掉，这是从指数的角度来讲。,0.0,-0.6,0.2,0.0,Neutral,train
video_0244,01,这些的话品种另外的话就是跟期货相关的，你比如说我觉得在之前跟他聊过，比如说石油会打一场翻身仗。,0.6,0.0,0.6,0.6,Weak Positive,train
video_0244,02,唉，这个是第1点，第2点的话就是刚才我讲的三季报业绩大幅超预期的，这一些也会迎来反弹啊。,0.6,0.6,0.6,0.0,Weak Positive,train
video_0245,01,往上弹了一波在3500点的上方，对吧，那之前我们一直强调说3500点下方是机会啊。,0.0,1.0,0.6,1.0,Neutral,train
video_0245,02,我们就是看多看涨了这个观点不变啊，那应该是积极的去寻找一些机会，机会呢，我觉得主要是集中在两个方向啊，一种是一直跟大家强调过的是低位的消费啊消费的这种方向。,0.8,0.6,1.0,1.0,Strong Positive,train
video_0246,01,实际上对于整个指数影响最大的应该是金融板块。,0.0,-0.2,0.2,-0.6,Neutral,train
video_0246,02,但是得看有没有人去是吧，如果他们都没去，大家留了一把现金在手上，那这个指数就很尴尬是吧。,0.0,-0.6,-0.2,-0.6,Neutral,train
video_0247,01,但是因为我没有看到具体的消息啊，如果是有涨价的话，那显然是一个大的利好，所以说今天几乎是集体涨停。,0.6,1.0,0.6,0.0,Weak Positive,train
video_0248,01,这个很正常，因为跌了50%，跌了50%，大家伙对他的信心其实已经降到了一个冰点。,-0.8,-1.0,-0.6,1.0,Strong Negative,train
video_0248,02,最典型的是钢铁的一哥钢铁的期货，我在这个位置就给大家讲，我说要跌，那当时说跌了之后白色家电有机会在哪个位置呀。,-0.6,-0.4,-0.6,0.4,Weak Negative,train
video_0249,01,上节目讲的就是整个资金是偏防守的。,-0.4,-0.2,-0.6,0.0,Weak Negative,train
video_0250,01,啊，至于我们本土之内的话，我非常开心的告诉大家，没有看到说不让涨。,0.6,0.6,0.6,0.2,Weak Positive,train
video_0251,01,首单是上海的一家用电公司和宁夏一家风电公司签订的，那很明显风电是值得我们重点挖掘的。,0.2,0.6,1.0,0.0,Neutral,train
video_0252,01,然后我觉得更多的应该是低位的消费和低估的大金融的方向。,0.0,0.2,-0.2,0.0,Neutral,train
video_0252,02,那今天比方说今天的板块当中就是白酒的方向，我就觉得表现的非常的可圈可点。,0.6,0.6,0.6,0.2,Weak Positive,train
video_0253,01,跟酒这是主板的，然后呢，整个成长方向是半导体和整个这个新能源锂电方向好吧。,-0.4,0.6,1.0,0.0,Weak Negative,train
video_0254,01,思路把握某个人是这么觉得，因为消费的数据还是不景气。,-0.4,-0.6,-0.6,0.0,Weak Negative,train
video_0254,02,你如果看好位置再低了，以中长期视角不追的情况之下做战略配置。,0.0,0.2,-1.0,0.0,Neutral,train
video_0254,03,比如有增量市场呢，可能是比如说是机器扫地机器人之类的。,0.0,0.4,0.2,-0.4,Neutral,train
video_0255,01,当然核心观点呢再说一下吧，新能源车如果让我来做或者我的立场呢，我觉得看矿锂矿就是矿其他的没有。,0.0,-0.2,0.4,0.0,Neutral,train
video_0256,01,我觉得这个板块是比较有希望的，我对他寄予很大的希望。,1.0,1.0,1.0,0.0,Strong Positive,train
video_0256,02,那么其实业绩的超预期的话，那可能还会股价上会有一定的正向的一个推动啊。,0.8,1.0,0.6,0.0,Strong Positive,train
video_0257,01,现在你节奏感把握得好，你仓位管理的好，你现在依旧能赚钱。,0.4,0.6,0.6,0.0,Weak Positive,train
video_0258,01,比如说有一个特别牛的公司叫互联网的巨头，我们国内当中非常牛的，在港股上市的大家都用他的产品。,0.0,0.6,0.6,0.2,Neutral,train
video_0258,02,就是你自己要明白，就是你自己那么了解自己的公司都不一定看得懂，那你干嘛要去猜呢。,0.0,-0.2,-0.2,1.0,Neutral,train
video_0259,01,这部分人然后在后面市场涨了之后去兑现它，在那前一段时间所做的努力的一个回报。,0.0,0.6,0.6,-0.2,Neutral,train
video_0260,01,周期炒周期的人心里都绷着一根弦的为什么，因为他们起来的时候会波澜壮阔，走的时候会一地鸡毛。,0.0,-0.4,0.0,0.4,Neutral,train
video_0260,02,所以你要是没有这种承受能力，你就不要去追涨，也不是说一定要选它对吧，你看5000多家公司对吧。,-0.2,-0.4,-0.6,1.0,Neutral,train
video_0260,03,几百个行业你说你为什么要去追的去追涨的对吧。,-0.2,-0.2,-0.6,0.6,Neutral,train
video_0260,04,所以我们就是从9月份开始就提出口号以低为美很低位没自信吗，你能够回撤你自己能控制住的对吧。,0.0,-0.2,0.6,0.6,Neutral,train
video_0260,05,你能够回撤你自己能控制住的对吧，有时候上涨并不是你水平多厉害，你知道吗。,0.0,-0.4,0.6,1.0,Neutral,train
video_0261,01,所以说今天的话传统的能源板块今天也有所表现啊，所以说基本上今天就是跟能源相关，这个跟周末的消息也有关系啊。,0.0,0.0,0.6,0.0,Neutral,train
video_0262,01,只是说它可能受到一些消息的这种影响。,0.0,-0.6,0.0,0.0,Neutral,train
video_0262,02,包括医药常规的中证医药，它基本上都已经走到这个合理或低估的临界了。,0.0,-0.6,-0.6,0.0,Neutral,train
video_0262,03,你够了你就可以加一笔就向下来左侧了，你现在别着急进攻，因为他还没有进攻，包括技术形态上没出现进攻啥。,0.0,-0.2,1.0,0.0,Neutral,train
video_0263,01,那这个时候自然就会产生一个你自己影响了你自己的持仓。,0.0,-0.6,-0.6,-0.2,Neutral,train
video_0264,01,大概是这个情况，然后就是反正板块趋势走出来之后，你想要就是在这个行业里干的比较舒服一点的话，你还是赶紧出一个板块的逻辑。,0.0,-0.2,0.6,1.0,Neutral,train
video_0264,02,就是有钱的把指数推起来之后，新闻报道资产就来了，来了之后开始加强这个预期，实际上芯片缺芯也非常严重，懂吗。,-0.4,-0.4,0.6,0.2,Weak Negative,train
video_0265,01,但是如果是的话，那我觉得这个板块啊就可以去收啊，对吧。,0.4,0.6,0.6,1.0,Weak Positive,train
video_0266,01,等他回拉到3500点附近或者是3500点以下，再去考虑买滚动的问题。,0.0,-0.2,0.2,0.0,Neutral,train
video_0266,02,嗯，也证明这个这个估值上来讲3600是有压制的。,0.0,-0.6,-0.2,0.6,Neutral,train
video_0267,01,他实际上实际上从大的角度来说，指数是有必要继续上行的。,0.0,1.0,0.6,0.0,Neutral,train
